ROW_ID;SERIE_ID;SERIE_TITLE;SERIE_ROW_ID;SEASON_NAME;SEASON_ROW_ID;NAME
426;6923;MacGyver (2016);82;Saison 1;84;S1 E2
427;6923;MacGyver (2016);82;Saison 1;84;S1 E3
428;6923;MacGyver (2016);82;Saison 1;84;S1 E4
429;6923;MacGyver (2016);82;Saison 1;84;S1 E5
430;6923;MacGyver (2016);82;Saison 1;84;S1 E6
431;6923;MacGyver (2016);82;Saison 1;84;S1 E7
432;6923;MacGyver (2016);82;Saison 1;84;S1 E8
433;6923;MacGyver (2016);82;Saison 1;84;S1 E9
434;6922;Pitch;83;Saison 1;85;S1 E1
435;6922;Pitch;83;Saison 1;85;S1 E2
436;6922;Pitch;83;Saison 1;85;S1 E3
437;6922;Pitch;83;Saison 1;85;S1 E4
438;6922;Pitch;83;Saison 1;85;S1 E5
439;6922;Pitch;83;Saison 1;85;S1 E6
440;6922;Pitch;83;Saison 1;85;S1 E7
441;6922;Pitch;83;Saison 1;85;S1 E8
442;6921;Notorious;84;Saison 1;86;S1 E1
443;6921;Notorious;84;Saison 1;86;S1 E2
444;6921;Notorious;84;Saison 1;86;S1 E3
445;6921;Notorious;84;Saison 1;86;S1 E4
446;6921;Notorious;84;Saison 1;86;S1 E5
447;6921;Notorious;84;Saison 1;86;S1 E6
448;6921;Notorious;84;Saison 1;86;S1 E7
